label,text
alt.atheism,"
What atheists are you talking about?  

IMNSHO, Abortion is the womans choice.  Homosexual sex is the choice of 
the people involved.  War is sometimes necessary.  

This leaves capital punishment.  I oppose capital punishemnt because 
mistakes can happen (yes this thread went around with no resolution
recently).

As far as poplulation control, I think contraception and education are
the best courses of action.


That's because you are again making the assumption that all Atheists 
have some specific mindset.


Mistakes can happen Bill, and I could be the victim of such a mistake.
"
alt.atheism,"
I'll also add that it is impossible to actually tell when one
_rejects_ god.  Therefore, you choose to punish only those who
_talk_ about it.  "
alt.atheism,"
I have never said that only humans are the only beings which are
sufficiently sentient to have intentions.   In fact, I have explicitly
said that I am perfectly happy to consider that some animals *are*
capable of forming intentions.

What I am objecting to is considering programmed or instinctive
behaviour to have moral significance, since, it seems to me, 
such behaviour does *not* involve intention.


That's not the point.   The point is whether the implementor thinks
*at all*.    The issue is not whether thinking produces opinion A
or opinion B, but whether thinking takes place, period.


Since humans are part of nature, are not all human actions ""natural"".

Or perhaps you're going to throw in a definition of ""natural"" that
will allow us to describe some actions as ""natural"" and some as 
""not natural"".   If so, what is the definition?



Sure they do, as multiple posters have show you.   Sharks, for example,
eat wounded sharks.   I've personally seen cats eat their newborn.

Are you in some kind of denial?   People give you example after example,
and you go off the air for a week, and then pop up claiming that it 
never happened.    It's very strange.


See what I mean.   Here we go again.   What do we have to do: write
up a tailor-made FAQ just for Mr Schneider?"
alt.atheism,"
Then Mr Mozumder is incorrect when he says that when committing
bad acts, people temporarily become atheists?"
alt.atheism,"
It isn't. And I wasn't aware that this O'Hair chick was a reader of
a.a., so that doesn't support your assertion that the argument is
""the whole basis of a great many HERE rejecting...""."
alt.atheism,"Here's a suggestion for the logical argument FAQ.  I don't think it's covered,
though the fallacy probably has a better name than the one I used:  How about
it, mathew?

INCONSISTENCY AND COUNTEREXAMPLE

This occurs when one party points out that some source of information takes
stand A, which is inconsistent with B.  There are two variations in which B is
either a mutually-agreed-on premise or else a stand elsewhere from the same
source.  The second party fallaciously responds by saying ""see, the source
really does say B, it's right here!""; this reply does not refute the allegation
of inconsistency because it does not show that the source _only_ says B.

Example of the first type: ""The Koran says unbelievers should be treated in
these ways.  We can both agree these are immoral.""  ""The Koran clearly says in
this other passage that unbelievers are not to be treated that way.""

Example of the second type: ""There are two Biblical creation stories.""  ""You're
wrong, since the Bible clearly describes the creation as [description].""
--
""On the first day after Christmas my truelove served to me...  Leftover Turkey!
On the second day after Christmas my truelove served to me...  Turkey Casserole
    that she made from Leftover Turkey.
[days 3-4 deleted] ...  Flaming Turkey Wings! ...
   -- Pizza Hut commercial (and M*tlu/A*gic bait)"
alt.atheism,"
  Actually, my atheism is based on ignorance.  Ignorance of the
  existence of any god.  Don't fall into the ""atheists don't believe
  because of their pride"" mistake.


/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ 

Bob Beauchaine bobbe@vice.ICO.TEK.COM 

They said that Queens could stay, they blew the Bronx away,
and sank Manhattan out at sea."
alt.atheism,"
  Yes, I do.  

  My argument is that the sole purpose of the death penalty is to
  kill people.  That is it's primary (and I would argue only)
  purpose.  To continue to kill people by a practice that has
  almost no utility, especially when you know you will be killing
  innocents, is unconscionable.

  At the very least, the existence of the prison system and our
  transportation system are based on their merits to society, not
  their detriments.  We are willing to accept a few lost innocent
  lives because there is an overwhelming benefit to the continued
  existence of these systems.  One has to stretch the evidence and
  the arguments to make the same claim for capital punishment.

  Just in case I wasn't clear again:  We maintain a capital
  punsihment system that kills innocent people and provides us with
  no net positive gain.  Why?

  Were you to pin me in a corner and ask, I would have to respond
  that I don't belief the state should have the right to take life
  at all.  But I won't open that debate, as it seems others are
  tiring of this thread on a.a anyway.


/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ 

Bob Beauchaine bobbe@vice.ICO.TEK.COM 

They said that Queens could stay, they blew the Bronx away,
and sank Manhattan out at sea."
alt.atheism,"dps@nasa.kodak.com Pontificated: 

Can you cite an example of this.  Please post an answer as I
don't want to receive e-mail.  
"
alt.atheism,"You should wear your nicest boxer shorts and bring plenty of SPF 45+ 
sunscreen.  I'll grab my bathing suit, towerl and some veggie hotdogs and we 
can have bonfire cookout!!
Does that sound good enough to you, Dean?
EVERY a.a poster is invited!!!"
alt.atheism,"

I think that domestication will change behavior to a large degree.
Domesticated animals exhibit behaviors not found in the wild.  I
don't think that they can be viewed as good representatives of the
wild animal kingdom, since they have been bred for thousands of years
to produce certain behaviors, etc."
alt.atheism,": In article <C5Mw03.9qr@darkside.osrhe.uoknor.edu>, bil@okcforum.osrhe.edu
: > I'd say that what one chooses to observe and how the observation is
: > interpreted and what significance it's given depends a great deal on
: > the values of the observer. Science is a human activity and as such,
: > is subject to the same potential for distortion as any other human
: > activity. The myth that scientists are above moral influence or
: > ethical concern, that their knowledge can be abstacted whole and pure
: > from nature untainted by the biases of the scientist, is nonsense.

: Bill, this is wonderfully phrased. I assume you understand that your
: statement is also undermining such human constructs as religion
: as well.


Kent,

I'll accept this as a compliment although I'm always a little paranoid
when visiting a.a, thanks. Yes I do know the extent of the statements
relevence, it's what I think of as human nature. I'm not sure it
undermines either religion or atheism since both claim special
knowledge about the Truth and since such claims are always suspect,
all we can learn from it is that humans are a very arrogant species.
My point is that we cannot ignore human nature when examining human
claims. The trick here then, is to find some way to abstract our
infinitely fallible nature from whatever reality is out there so we
can see what there is to see. I can think of no way this can be done."
alt.atheism,"#[reply to frank@D012S658.uucp (Frank O'Dwyer)]
# 
#>>The problem for the objectivist is to determine the status of moral
#>>truths and the method by which they can be established.  If we accept
#>>that such judgements are not reports of what is but only relate to
#>>what ought to be (see naturalistic fallacy) then they cannot be proved
#>>by any facts about the nature of the world.
# 
#>This can be avoided in at least two ways: (1) By leaving the Good
#>undefined, since anyone who claims that they do not know what it is is
#>either lying or so out of touch with humanity as to be undeserving of a
#>reply.
# 
#If the Good is undefined (undefinable?) but you require of everyone that
#they know innately what is right, you are back to subjectivism.

No, and begging the question.  see below.

#>(2) By defining the Good solely in terms of evaluative terms.
# 
#Ditto here.  An evaluative statement implies a value judgement on the
#part of the person making it.

Again, incorrect, and question-begging.  See below.
#
#>>At this point the objectivist may talk of 'self-evident truths'
# 
#Pretty perceptive, that Prof. Flew.
# 
#>>but can he deny the subjectivist's claim that self-evidence is in the
#>>mind of the beholder?
# 
#>Of course; by denying that subject/object is true dichotomy.
# 
#Please explain how this helps.  I don't see your argument.

I don't see yours.  It seems to rest on the assertion that everything
is either a subject or an object.  There's nothing compelling about that
dichotomy.  I might just as well divide the world into subject,object,
event.  It even seems more sensible.  Causation, for example, is
an event, not a subject or an object.  

Furthermore, if subject/object were true dichotomy, i.e.

	Everything is either a subject or an object

Then, is that statement a self-evident truth or not?  If so, then it's 
all in the mind of the beholder, according to the relativist, and hardly 
compelling.  Add to that the fact that the world can quickly be shoved
in its entirety into the ""subjective"" category by an idealist or 
solipsist argument, and that we have this perfectly good alternate
set of categories (subject, object, event) [which can be reduced
to (subject, object, quality) without any logical difficulty] and why
yes, I guess I *am* denying that self-evident truths are all in the mind of 
the beholder.

#>>If not, what is left of the claim that some moral judgements are true?

All of it.

#>If nothing, then NO moral judgements are true.  This is a thing that
#>is commonly referred to as nihilism.  It entails that science is of
#>no value, irrepective of the fact that some people find it useful.  How
#>anyone arrives at relativism/subjectivism from this argument beats me.
# 
#This makes no sense either.  Flew is arguing that this is where the
#objectivist winds up, not the subjectivist.  Furthermore, the nihilists
#believed in nothing *except* science, materialism, revolution, and the
#People.

I'm referring to ethical nihilism

#>>The subjectivist may well feel that all that remains is that there are
#>>some moral judgements with which he would wish to associate himself.
#>>To hold a moral opinion is, he suggests, not to know something to be
#>>true but to have preferences regarding human activity.""
# 
#>And if those preferences should include terrorism, that moral opinion
#>is not true.  Likewise, if the preferences should include noTerrorism,
#>that moral opinion is not true.  Why should one choose a set of
#>preferences which include terrorisim over one which includes
#>noTerrorism?  Oh, no reason.  This is patently absurd....
# 
#And also not the position of the subjectivist, as has been pointed out
#to you already by others.  Ditch the strawman, already, and see my reply
#to Mike Cobb's root message in the thread Societal Basis for Morality.

I've responded over there.  BTW - I don't intend this as a strawman, but
as something logically entailed by relativism (really any ethical system
where values are assumed to be unreal).  It's different to say ""Relativists
say..."" than ""relativism implies..."".
"
alt.atheism,"My turn to jump in! :)


I think you mean circular, not recursive, but that is semantics.
Recursiveness has no problems, it is just horribly inefficient (just ask
any assembly programmer.)


The oft-quoted line that says people should be guaranteed life, liberty
and the pursuit of happiness as inalienable rights, is a complete lie
and deception, as the very authors of that line were in the process of
proving.  Liberty is never free, it is always purchased at some cost, 
almost always at the cost to another.  Whos liberty is more inalienable?
Similarly for right of life.  When one person must die if he is to save
another, or even a group of others, whos life is more inalienable?  
That leads into the classic question of the value of the death penalty, 
especially for serial killers.  Whos life and liberty is more valuable,
the serial killer, or the victim?  According to that beautiful line,
those two rights should be completely inviolate, that is, noone should be
able to remove them.  This _includes_ government.  Admittedly the serial
killer has restricted some people's life and/or liberty, but is not his
own life/liberty inviolate also?  According to the declaration of independence,
it is.


Oooh, I like that.  It means that killing an infant is not murder because
it cannot be against its will.  Reason, an infant has no will as such.

Similarly for people who are brain dead (easier to see), in a coma, etc.

Also, under current law, accidental killing is still murder.  How will you
include that?


The only real golden rule in life is, he who has the gold, makes the
rules.  I.e. Might Makes Right.  That is survival.  Now what is wrong
with that?


If you mean the golden rule as I stated, yes, almost every system as
implemented has used that in reality.  Sorry, I don't deal as much in
fiction, as I do in reality.  


WELCOME TO OZLAND!!!!!!! :)

What is NOT arbitrary?  If you can find some part of society, some societal
rules, morals, etc. that are not arbitrary, please tell me.  I don't think
there are any.

Sounds like euphemisms to me.  The difference seems to be, that objective
is some reasoning that I like, while arbitrary is some reasoning that
I don't like OR don't understand. "
alt.atheism,"

Sorry, you're right.  I did not clearly state it.



The most common form of condescending is the rational versus irrational
attitude.  Once one has accepted the _assumption_ that there is no god(s),
and then consider other faiths to be irrational simply because their
assumption(s) contradict your assumption, then I would say there's a
lack of consistency here.

Now I know you'll get on me about faith.  If the _positive_ belief that God
does not exist were a closed, logical argument, why do so many rational
people have problems with that ""logic""?

But you, probably like me, seem to be a soft atheist.  Sorry for the flamage.


;)  What is the CLIPPER project BTW?



It might have appeared to attack atheism in general, but its point was
that mass killing happens for all sorts of reasons.  People will hate who
they will and will wave whatever flag to justify it, be it cross or
hammer&sickle.  The Stalin example _is_ important not only because it's
still a widely unappreciated era that people want to forget but also
because people really did love him and his ideas, even after all that he
had wrought.


First, all the pink crows/unicorns/elves arguments in the world will not
sway most people, for they simply do not accept the analogy.  Why?

One of the big reasons is that many, many people want something
beyond this life.  You can pretend that they don't want this, but I for
one can accept it and even want it myself sometimes.

And there is nothing unique in this example of why people want a God.
Can love as a truth be proven, logically?



John the Baptist boasted of Jesus to many people.  I find it hard to see
how that behavior is arrogant at all.  Many Christians I know also boast
in this way, but I still do not necessarily see it as arrogance.  Of course,
I do know arrogant Christians, doctors, and teachers as well.  Technically,
you might consider the person who originally made a given claim to be arrogant,
Jesus, for instance.


I speak against strong atheism.  I also often find that the evidence
supporting a faith is very subjective, just as, say, the evidence supporting
love as truth is subjective.


No apology necessary.  :)
--
Bake Timmons, III"
alt.atheism,"
Please define the words ""shatim"" and ""fasad"" before you use them again."
alt.atheism,"

Not necessarily, especially if the rapist is known as such.  For instance,
if you intentionally stick your finger into a loaded mousetrap and get
snapped, whose fault is it?"
alt.atheism,"
Size of armies, duration, numbers of casualties both absolute and as a
percentage of those involved, geographical area and numbers of countries
too, are all measures of size.  In this case I'd say the relevant
statistic would be the number of combatants (total troops) compared to
total casualties from among the total civilian population in the
affected geographical area.


Vietnam and Korea might make good comparisons.


Western news in general, but in particular the American ""mass media"":
CBS, NBC, ABC, etc.  The general tone of the news during the whole
war was one of ""those poor, poor Iraqis"" along with ""look how precisely
this cruise missile blew this building to bits"".


I agree.


Perhaps so.  And maybe the atomic bomb was a mistake too.  But that's easy
to say from our ""enlightened"" viewpoint here in the 90's, right?  Back
then, it was *all-out* war, and Germany and Japan had to be squashed.
After all, a million or more British had already died, hundreds of 
thousands of French, a couple hundread thousand or so Americans, and 
millions of Russians, not to mention a few million Jews, Poles, and 
other people of slavic descent in German concentration camps.  All 
things considered, the fire-bombings and the atomic bomb were
essential (and therefore justified) in bringing the war to a quick
end to avoid even greater allied losses.

I, for one, don't regret it.


Sure.  And it's the people who suffer because of them.  All the more
reason to depose these ""entrenched political rulers operating in their
own selfish interests""!  Or do you mean that this applies to the allies
as well??


I make no claim or effort to justify the misguided foreign policy of the
West before the war.  It is evident that the West, especially America,
misjudged Hussein drastically.  But once Hussein invaded Kuwait and 
threatened to militarily corner a significant portion of the world's
oil supply, he had to be stopped.  Sure the war could have been
prevented by judicious and concerted effort on the part of the West
before Hussein invaded Kuwait, but it is still *Hussein* who is
responsible for his decision to invade.  And once he did so, a
strong response from the West was required.


Well, it's not very ""loving"" to allow a Hussein or a Hitler to gobble up
nearby countries and keep them.  Or to allow them to continue with mass
slaughter of certain peoples under their dominion.  So, I'd have to
say yes, stopping Hussein was the most ""loving"" thing to do for the
most people involved once he set his mind on military conquest.

I mentioned it.

If we hadn't intervened, allowing Hussein to keep Kuwait, then it would
have been appeasement.  It is precisely the lessons the world learned
in WW2 that motivated the Western alliance to war.  Letting Hitler take
Austria and Czechoslavkia did not stop WW2 from happening, and letting
Hussein keep Kuwait would not have stopped an eventual Gulf War to
protect Saudi Arabia.


Sure.  What was truly unfortunate was that they followed Hitler in
his grandiose quest for a ""Thousand Year Reich"".  The consequences
stemmed from that.

What should I say about them?  Anything in particular?



So?  It was the *policemen* on trial not Rodney King!!  And under American
law they deserved a jury of *their* peers!  If there had been black
officers involved, I'm sure their would have been black jurors too.
This point (of allegedly racial motivations) is really shallow.


So?  It's ""hard to imagine""?  So when has Argument from Incredulity
gained acceptance from the revered author of ""Constructing a Logical
Argument""?  Can we expect another revision soon??  :)  (Just kidding.)


I have to admit that I wonder this too.  But *neither* the prosecution
nor the defense is talking.  So one cannot conclude either way due to
the silence of the principals.  


OK.  It certainly seemed to me that there was excessive force involved.
And frankly, the original ""not guilty"" verdict baffled me too.  But then
I learned that the prosecution in the first case did not try to convict
on a charge of excessive force or simple assault which they probably
would have won, they tried to get a conviction on a charge of aggravated
assault with intent to inflict serious bodily harm.  A charge, which
news commentators said, was akin to attempted murder under California
law.  Based on what the prosecution was asking for, it's evident that 
the first jury decided that the officers were ""not guilty"".  Note, 
not ""not guilty"" of doing wrong, but ""not guilty"" of aggravated assault 
with the *intent* of inflicting serious bodily harm.  The seeds of the 
prosecutions defeat were in their own overconfidence in obtaining a 
verdict such that they went for the most extreme charge they could.

If the facts as the news commentators presented them are true, then
I feel the ""not guilty"" verdict was a reasonable one.


Thanks mathew, I like the quote.  Pretty funny actually.  (I'm a 
Monty Python fan, you know.  Kind of seems in that vein.)

Of course, oversimplifying any moral argument can make it seem
contradictory.  But then, you know that already.  

Regards,"
alt.atheism,"
It sounds to me like it's just SCREAMING OUT for parody.  Give a copy to your
friendly neighbourhood SubGenius preacher; with luck, he'll run it through the
mental mincer and hand you back an outrageously offensive and gut-bustingly
funny parody you can paste over the originals.

I can see it now:

                               The Stool Scroll
         Thoughts on Religion, Spirituality, and Matters of the Colon

                       (You can use this text to wipe)
"
alt.atheism,"TRH> I hope you're not going to flame him.  Please give him the same coutesy you'
TRH> ve given me.

But you have been courteous and therefore received courtesy in return.  This
person instead has posted one of the worst arguments I have ever seen
made from the pro-Christian people.  I've known several Jesuits who would
laugh in his face if he presented such an argument to them.

Let's ignore the fact that it's not a true trilemma for the moment (nice
word Maddi, original or is it a real word?) and concentrate on the
liar, lunatic part.

The argument claims that no one would follow a liar, let alone thousands
of people.  Look at L. Ron Hubbard.  Now, he was probably not all there,
but I think he was mostly a liar and a con-artist.  But look at how many
thousands of people follow Dianetics and Scientology.  I think the 
Baker's and Swaggert along with several other televangelists lie all
the time, but look at the number of follower they have.

As for lunatics, the best example is Hitler.  He was obviously insane,
his advisors certainly thought so.  Yet he had a whole country entralled
and came close to ruling all of Europe.  How many Germans gave their lives
for him?  To this day he has his followers.

I'm just amazed that people still try to use this argument.  It's just
so obviously *wrong*.















"
alt.atheism,"
Yes, atheists tend to claim self control and self ownership. Are you saying
that theists claim to not have self control? I don't think atheists are
""dominantly arrogant."" They don't claim some god that has supremacy over
all of mankind. Now this claim would be arrogant, but atheists don't claim 
it. Most atheists do claim to own themselves. I think any disagreement with
this claim of self ownership would be supremely arrogant.
"
alt.atheism,"



Society is the collection of individuals which will fall under self-defined
rules.  In terms of UN decisions all the sets of peoples who are represented
at the UN are considered part of that society. If we then look at US federal
laws provided by representatives of purely US citizens then the society for
that case would be the citizens of the US and so on.


""Acceptable"" are those behaviours which are either legislated for the
society by representatives of that society or those behaviours which are
non-verbally and, in effect, non-consciously, such as picking your nose on
the Oprah Winfrey show, no-one does it, but there is no explicit law against
doing it. In many cases there are is no definition of whether or not a
behaviour is ""acceptable"", but one can deduce these behaviours by
observation.



In an increasingly litigation mad society, this trap is becoming exceedingly
difficult to avoid. With the infusion and strengthening of ethnic cultures
in American (and Australian, to bring in my local perspective) culture the
boundaries of acceptable behaviour are ever widening and legislation may
eventually become the definition of moral behaviour. For instance, some
cultures' dominant religion call for live sacrifice of domesticated animals.
Most fundamental christians would find this practice abhorrent. However, is
it moral, according to the multicultural american society? This kind of
problem may only be definable by legislation. 

Obviously within any society there will be differences in opinion in what is
acceptable behaviour or not, and much of this will be due to different
environmental circumstances rather than merely different opinions.  

One thing is for sure, there is no universal moral code which will suit all
cultures in all situations.  There may, however, be some globally accepted
mores which can be agreed upon and instantiated as a globally enforcable
concept. The majority of mores will not be common until all peoples upon
this earth are living in a similar environment (if that ever happens)."
alt.atheism,
alt.atheism,"	

	The ""System"" refered to a ""moral system"". You havn't shown any 
reason that chimps ""must"" have a moral system. 
	Except if you would like to redefine everything.


--- 

        "" Whatever promises that have been made can than be broken. """
alt.atheism,"
: Upon arriving at home, Joseph probably took advantage of Mary...had his way
: with her so to speak.  Of course, word of this couldn't get around so Mary,
: being the highly-religious follower that she was decided ""Hey, I'll just say
: that GOD impregnated me...no one will ever know!""
: 
: Thus, seen as a trustworthy and honorable soul, she was believed...
:     
: And then came Jesus, the child born from violence.
: 
: 
: 

Dave,

Can you explain the purpose of your post, I can't imagine what you
must have thougt it meant. "
alt.atheism,": 
: 	Wild and fanciful claims require greater evidence. If you state that 
: one of the books in your room is blue, I certainly do not need as much 
: evidence to believe than if you were to claim that there is a two headed 
: leapard in your bed. [ and I don't mean a male lover in a leotard! ]

Keith, 

If the issue is, ""What is Truth"" then the consequences of whatever
proposition argued is irrelevent. If the issue is, ""What are the consequences
if such and such -is- True"", then Truth is irrelevent. Which is it to
be?
"
alt.atheism,"



My argument is mainly a proposal of what I think is a plausible argument
against extra-marital sex -- one which I personally believe has some
truth.  My main purpose for posting it here is to show that a
_plausible_ argument can be made against extra-marital sex.  At this
stage I am not saying that this particular viewpoint is proven or
anything like that, just that it is plausible.  To try to convince you
all of this particular point of view, I would probably have to do a lot
of work researching what has been done in this field, etc., in order to
gather further evidence, which I simply do not have time to do now.  

Also note that I said that I think extra-marital sex is ""a prime cause""
(in my opinion) of the generally greater levels of psychological
problems, especially depression, in Western societies.  I am not saying
it is ""the prime cause"" or ""the only cause"", just ""a prime cause"" --
i.e. one of the significant contributions to this trend.  I think when
you say you think my view is simplistic, you have forgotten this -- I
admit that there are probably other factors, but I do think that
extra-marital sex (and, IMO, subsequent destabilization of the family)
is a significant factor in the rise in psychological problems like
depression in Western society this century."
alt.atheism,"Is it just me, or has this part gotten beyond useful?

Gregg is not, as I understand his posts, giving any support to the bounty
on Rushdie's life.  If that's correct, end of one point...

Gregg is using the concept of legal in a way most Westerners don't accept.
His comments about Islamic Law I think make a great deal of sense to him,
and are even making a _little_ sense to me now - if a person is a member
of a group (religion or whatever) they bind themselves to follow the ways
of the group within the bounds of what the group requires as a minimum.
The big bone of contention here that I'm picking up is that in the West
we have secular governments that maintain, more or less, a level of control
and of requirements outside the requirements of optional groups.  I think
the majority of us reading this thread are in tune (note - I didn't say
""in agreement"") with the idea that you are finally responsible to the
secular government,  and within that to the group or groups a person may
have chosen.

With that in mind, it not possible under secular law (""legally"" as most
people would define the term) to hold a person to a particular group once
they decide to separate from it.  Only if the secular authorities agree
that there is a requirement of some sort (contractual, etc) is there
any secular _enforcement_ allowed by a group to a group member or past
group member.

A religion can, and often does, believe in and require additional duties
of a group member.  And it can enforce the fulfillment of those duties
in many ways - ostracism is common for example.  But the limit comes when
the enforcement would impose unwanted and/or unaccepted onus on a person
_in conflict with secular law_.

This is the difference.  In a theocracy, the requirements of the secular
authorities are, by definition, congruent with the religious authorities.
Outside a theocracy, this is not _necessarily_ true.  Religious requirements
_may_ coincide or may not.  Similiarly, religious consequences _may_ or
may not coincide with secular consequences (if any).

Regards,

Dew"
alt.atheism,"
[rest deleted...]

You were a liberal arts major, weren'tcha?

Guess you never saw that photo of the smallest logo in the world--
""IBM"" made with noble gas atoms (krypton? xenon? I forget the
specifics).

Atoms, trees, electrons are all independently observable and
verifiable. Morals aren't. See the difference?

Tep"
alt.atheism,"existance.  


***************************************************************************
	I just thought it necessary to help defend the point that Jesus 
existed.  Guys: Jesus existed.  If he didnt, then you have to say that 
Socrates didnt exist cuz he, like Jesus, has nothing from his hands that 
have survived.  Only Plato and others record his existance.  Many others 
record Jesus' existance, including the Babylonian Talmud.  Sorry guys, the 
argument that Jesus may not have existed is a dead point now.  He did.  
Whether he was God or whether there is a God is a completely different 
story, however. 
*****************************************************************************
"
alt.atheism,"[reply to jimh@carson.u.washington.edu (James Hogan)]
 
 
I take the view that they are here for our entertainment.  When they are
no longer entertaining, into the kill file they go."
alt.atheism,"
Ah! Excellent. So why doesn't she appear to me? I'm a little weak in the
blind faith department. (Besides, she doesn't even really need to appear:
how about, oh say, a little tip - something like ""put your all on #3 in the
7:30 at the Dog Races"" ... perhaps in a dream or vision.)


I'm afraid I don't know arabic; I have only read translations. I wouldn't
know it if it were well-written. (Consistent, though, is one thing the Quran
is not.)  And have *you* read it in arabic?  Besides, some of my best
writing has been done under the influence of, shall we say, consciousness
altering substances.


Yes, so? How do we know they *weren't* very good? (Again, assuming that the
Quran is beautfully written.)


Ok, I retract this point. (Although I might still say that once he knew, he
should have done something about it.)


I haven't interviewed all muslims about this; I would really like it if this
were false. But I can't take it on your say-so - what are your sources?


What other basis do we have to judge a system? Especially when we can't get
a consistent picture of what Islam ""really"" is. Do I believe Khomeini? Do I
go by the Imam of the mosque in Mecca? Or perhaps the guy in New Jersey? Or
perhaps you say I should go only by the Quran. Ok, whose translation? And
what about things like ""And wherever you find idolators, kill them""?

-s"
alt.atheism,"

See, there you go again, saying that a moral act is only significant
if it is ""voluntary.""  Why do you think this?

And anyway, humans have the ability to disregard some of their instincts.


You are attaching too many things to the term ""moral,"" I think.
Let's try this:  is it ""good"" that animals of the same species
don't kill each other.  Or, do you think this is right? 

Or do you think that animals are machines, and that nothing they do
is either right nor wrong?



Those weren't arbitrary killings.  They were slayings related to some sort
of mating ritual or whatnot.


Yes it was, but I still don't understand your distinctions.  What
do you mean by ""consider?""  Can a small child be moral?  How about
a gorilla?  A dolphin?  A platypus?  Where is the line drawn?  Does
the being need to be self aware?

What *do* you call the mechanism which seems to prevent animals of
the same species from (arbitrarily) killing each other?  Don't
you find the fact that they don't at all significant?"
comp.graphics,"RFD
                          Request For Discussion
                                for the
                          OPEN  TELEMATIC GROUP

                                  OTG

I have proposed the forming of a consortium/task force for the
promotion of NAPLPS/JPEG, FIF to openly discuss ways, method,
procedures,algorythms, applications, implementation, extensions of
NAPLPS/JPEG standards.  These standards should facilitate the creation
of REAL_TIME Online applications that make use of Voice, Video,
Telecommuting, HiRes graphics, Conferencing, Distant Learning, Online
order entry, Fax,in addition these dicussion would assist all to
better understand how SGML, CALS, ODA, MIME, OODBMS, JPEG, MPEG,
FRACTALS, SQL, CDrom, cdromXA, Kodak PhotoCD, TCL, V.FAST, and
EIA/TIA562, can best be incorporated and implemented to develop
TELEMATIC/Multimedia applications.

We want to be able to support DOS, UNIX, MAC, WINDOWS, NT, OS/2
platforms.  It is our hope that individuals, developers, corporations,
Universities, R & D labs would join in in supporting such an endeavor.

This would be a NOT_FOR_PROFIT group with bylaws and charter. Already
many corporations have decided to support OTG (Open TELEMATIC Group) so
do not delay joining if you are a developer

An RFD has been posted to form a usenet newsgroup and a FAQ will soon
be be composed to start promulgating what is known on the subject.  If
you would like to be added to the maillist send email or mail to the
address below.

This group would publish an electronic quarterly NAPLPS/JPEG
newsletter as well as a hardcopy version.  We urge all who wants to
see CMCs HiRes based applications & the NAPLPS/JPEG G R O W, decide to
join and mutually benefit from this NOT-FOR_PROFIT endeavor.

NOTE: Telematic has been defined by Mr. James Martin as the marriage
      of Voice, Video, Hi-res Graphics, Fax, IVR, Music over telephone
      lines/LAN.

If you would like to get involve write to me at:

  IMG Inter-Multimedia Group| Internet:  epimntl@world.std.com
  P.O. Box 95901            |            ed.pimentel@gisatl.fidonet.org
  Atlanta, Georgia, US      | CIS     :  70611,3703
                            | FidoNet :  1:133/407
                            | BBS     :  +1-404-985-1198 zyxel 14.4k"
comp.graphics,"Does anyone know of a site where I could ftp some RenderMan shaders?
Or of a newsgroup which has discussion or information about RenderMan?  I'm
new to the RenderMan (Mac) family, and I'd like to get as much info I can
lay my hands on.  Thanks!

        Andy Bates.


---------------------------------------------------------------------------
Andy Bates."
