Marketplace,"Hi, everyone,

	Here are some books for sale, all prices are negotiable!!
	(****Shipping fee is not included!!)

	1. Signals and Systems, Alexander P. Poularik and Samuel Seely
	   PWS-KENT Publisher,	Old price: $10
				New Price: $8.50!!!!

	2. Probability: an introduction, Samuel Goldberg
	   Dover Publisher, 	Old price: $4
				New Price: $2!!!!!!!

	3. Digital Image Processing and Computer Vision, R. Schalkoff
	   Wiley Publisher, 	Old price: $30 
				New Price: $26!!!!!!

	4. Digital Image Processing, R. Gonzalz and P. Wintz,
	   Addison Wesley Publisher, Old price: $25
				New Price: $22.50!!!

SOLD!!..5. X Window System User Guide (for X11R4), O'Reilly Associate
	 
	6. The Best Book of MS-DOS 5, Alan Simpson
	   SAMS, 		Old price: $12
				New price: $8.50!!!!

	7. Elements of Modern Algebra, Hu
	   Holden Day Publisher, Old price: $8
				New price: $3.00!!!!

	8. Symmetries, Asymmetries and the World of Particles, T.D. Lee
	   Washington Publisher, Old price: $12
				New price: $9.50!!!!

	9. Elementary Particles and the Laws of Physics - the 1986 Dirac		  Memorial Lectures, Cambridge Publisher, Old price: $8
				New price: $6.00!!!!

	10. A Brief History of Time, Stephen W. Hawking
	    Bantam books (Paperback), Old price: $8 
				New price: $4.00!!!!


	
"
Marketplace,"F O R   S A L E
			================

		Triumph Spitfire '76, 1500
                - Convertible
	        - 54,000k original miles
		- Burgandy Color
		- Wooden Dashboard
                - No rust
		- Garage kept
		- Heater
		- Chrome bumpers(not the black plastic crap)
		- Brand new top
		- Asking $3,000 --negotiable
	
	* Mechanically the car is in a very good shape and it is running
          very-very strong(if you know what I mean)...:)
	* Plenty of catalogs and manuals are coming with the car 

	If you are interested in the car please reply to this message.


		I AM NOT INTERESTED OR WILLING TO SELL ANY PARTS.
		The car is in a very good condition to strip it.
"
Marketplace,"I would like to buy a cheap modem for my Mac. Did I mention that I would
prefer it to be cheap?  2400 baud preferred, but when you're looking for
cheap (and I do mean cheap) beggars can't be choosers.  E-mail me."
Marketplace,"
: Men Without Hats - ""Folk of the 80's (Part III)"" - vinyl

Anyone out there who is willing to part with their copy of

Men without Hats, ""Pop goes the world!"" album on vinyl...or perhaps CD...

please contact me, we wish to purchase it!
"
Marketplace,"=============================================================================
NOTE: This is being posted for a friend. DO NOT REPLY to my account. Please 
      direct all replies to Scott Burke at scott@sparcom.com
=============================================================================

Alpine 5959S 6-CD Shuttle.  Paid $600, want $420/OBO.
Alpine 1203 Remote CD Changer Control.  Paid $250, want $175/OBO.
Boston ProSeries 10.0 Subwoofers (2) + Box.  Paid $545, want $380/OBO.

All equipment is under 6 months old and includes a full-replacement 5-year
warranty from original point of purchase.  The subwoofer box was custom
designed to fit in the back of a Bronco II and is 14"" by 21"" by 27"".

Send replies to: scott@sparcom.com

-----
Scott Burke - Project Leader - Sparcom Corporation - Corvallis OR
scott@sparcom.com - Telephone (503) 757-8416 - FAX (503) 753-7821


-- 
------------------------------------------------------------------------------
                     ""Just waiting for the nuts...""
             Brett Barksdale        brett@porky.oce.orst.edu"
Marketplace,"LOCATION:       Corona del Mar, CA  (Orange County)

FOR SALE:       contemporary custom couch
                7' long ( 3 cushions)
                solid Black
                raw silk-like material
                rolled armrests
                clean design
                excellent condition (left behind @ parents when moved
                                     out of state)
                $450. or best offer

FOR SALE:       Wurlitzer Console Piano w/bench
                Cherry wood
                great condition
                $600. or best offer"
Marketplace,"For Sale:

1982 - 16' Hobie Cat Special, very good condition with
trailer, catbox, righting system, many extras.  Boat
is currently garaged in Natick MA, 25 miles east of
Boston."
Marketplace,"This is a test. Thanks.
"
Marketplace,"I have the following CDs for sale for $6 each plus postage.
All CDs are in perfect condition.


Michael Bolton        Time, Love & Tenderness      
Paula Abdul          Forever Your Girl
Taylor Dayne            Tell it to My Heart
Lionel Richie       The Composer
Elvis Presley      18 Number One Hits
Bobby Vinton       Greatest Hits
Super Hits of the 70's 
(includes  Yellow River, Rose Garden, For the Good Times, 
Help Me Make it through the Night, Mr. Bojangles, Sweet Mary, 
One Toke Over the Line, Put Your Hand in Hand, Stay Awhile,
Woodstock, Silver Bird, I Ain't got time Anymore)"
Marketplace,Does is include raquetball?  Is it good at Espree?  What is the annual fee?
Marketplace,"
Non-smoking, normal law student needs furnished place to live in Memphis
this summer.  I'll be working at a firm downtown and will have
to pass the bar character examination, so you don't have to worry about 
your stuff being broken or stolen.  Call Chris at (804)979-2519
or leave e-mail.
"
Marketplace,"

Oh no!  Someone is provided useful information AND mentioned that they
made money in the field.  Don't they know that usenet is reserved for
uninformed speculation by people trying to sell their personal stuff
(from houses to dead pcs) at a huge markup/trying to unload stuff they
bought from their company at just under retail, and other
""non-commercial"" activities.


The net is not ""supposed"" to be a dumping ground for free ads, but
reserving it for tripe doesn't seem to be a significant improvement.


So?  Either they target it well enough to pay for it, in other words,
they manage to send it to people who want the stuff (in which case it
is junk only for the ""rest"" and the transaction costs are borne
appropriately in this case) or they go bankrupt.  Seems fair to me.


You could hold your breath.  You could kill offending messages as
they come onto your machine and refuse to send them any further,
but not until you turn blue.

-andy"
Marketplace,"Greetings netters,
	I have the following items for IMMEDIATE sale.  I need the money and
if you need the stuff, we can work out a deal.  :)

Sharp single disk cd player
	Originally paid oodles, but that was a couple of years ago.  It works
	well, has all the standards...(remote sensor[remote not included];
	20 track pragrammable memory; etc.)  I got a new one and need to sell
	this one.  Please email me an offer!!  (it's the standard black 
	component style cd player)

3.5"" 1.44 meg floppy drive
	A real IBM floppy drive with cable and mounting case.  I paid $40
	a couple of months ago.  The drive works (as last time in).  I
	would like to get the $40 back for it, but OBO applies.

5.25"" 360K floppy drive
	I'm sure someone out there needs an extra 360K.  It works great and
	is nice and quiet.  Again, please email offer.

RC10 remote control car
	4 time world leader design.  It was just overhauled.  It runs great,
	even though the body if not all that pretty.  Has new engine in it 
	as well as racing pinion.  The chassis is nicked up from hard running,
	but it's still a great car.  Does not include electronics.  Comes 
	with monster truck conversion kit (wheel arms already installed)-virgin
	truck body and bumper etc.  Car+kit=$100+20=$120 OBO...make an offer!

D&D stuff...you name it, I probably have it.  Please send email regarding what
	you want...or a request for sale list.  I hate to part with any of it, 
	but needs are needs, eh?  

Misc CD's
	Alice in Chains - Facelift    $8
	Skid Row (self titled)  $8  both obo...really.

Box of computer printer paper...paid $20 for it, make offer.

I might have 4 1*9 meg **60** ns SIMMS forsale if I get a new motherboard...
	if you interested, the price is $40 a piece sold as a set.
"
Marketplace,"Panasonic KX-T3000H, Combo black cordless & speaker phone all in one.
 new- $160, now- $100 + shipping OBO.
 
Curtis Mathes VHS VCR Remote included and it works with universal remotes.
 Works great but I replaced it with a Stereo VCR.
 paid $300 years ago, will sell for $125 delivered OBO.
 
Radio Shack stereo amp.  2 inputs, tone, and left and right volume.  Speakers
 not included.  $20 plus shipping.
 
If you are interested in either of the above mail me at
 radley@gibbs.oit.unc.edu or call me, Keith, at 919-968-7779.
 
PS- I made a type on my email address the first posting.  It is now correct."
Marketplace,"For sale :




	Bose A5 subwoofer 1 month old

	2 Advent minis    4 months old







email offers to               "
Marketplace,"I have a 41M IDE HD forsale or trade.  I would like to trade it if possible.

HD
- 41M
- IDE Westren Digital
- No errors or bad sectors
- 13.8ms access time
- 855 kilobytes per second transfer rate
- working in my computer right now.

LOOKING FOR IN A TRADE MAYBE
- SEGA Genesis
- a pair of Sub Woffers
- Souround Sound Stereo/Reciever
- ANY KIND OF ELECTORNIC EQUIPMENT (IF YOU HAVE ELECTORINIC EQUIPMENT I LIKE 
                                    ALMOST ANY KIND OF COMPUTRER, CAR, OR HOME
                                    EQUIPMENT, -- IF YOU WANT TO MAKE AN OFFER
                                    ON A TRADE LET ME KNOW. --CD PLAYER ..ect)

Please if you are interested in a trade let me know.  

email ------ rogess@sage.cc.purdue.edu

"
Marketplace,"My girlfriend switched to gas-permeable hard lenses and no longer
needs a one year old soft contact lens cleaning unit.  It's one of
those where you pop in the lens case filled with solution and the
lenses, press the lighted timer button and let it cook.  No stains
(of course -- if you've owned one of these, you understand), maybe
a little dust on the cover.

Best cash offer, or equivalent worth in used CD's or Betamax tapes
(some blanks or a couple of pre-recorded movies/concerts).

gld"
Marketplace,"For Sale: A Thule Car rack with 2 bike holder accessories.
Comes with Nissan Pathfinder brackets but you can buy the
appropriate ones for your car cheap.
Looking for $100.00 for everything. I live in the Bethesda area.
Thanks for your interest.
"
Marketplace,"For sale by owners who were also the builders

Contemporary Cape House located in Sandwich, Ma

Three bedrooms, two baths, one car oversized garage
large eat-in kitchen
Cathedral ceiling from to back living room
deck off of kitchen and dining room

20,000 sq ft
1,696 sq ft living space
full walk-out basement

$139,900, creative financing a possibility"
Marketplace,"Sony D-22 portable Diskman forsale
      
      Good condition, flawless.
      
      Costomer AC adapter : 6v DC power supply ( tested 9v DC)
       
       * The factory adapter was tested 12v DC (AC 110v input) at the 
         time I bought it three years ago. When using it, a lot of heat 
         was generated inside the CD machine. Of course I wouldn't use 
         it to risk this baby's life. Maybe that's why so many owners 
         always complain about their portable machine going kaput after 
         a short time usage. 

       * 9v DC factory suggested
      
      LED display
"
Marketplace,"FOR SALE:

	1 ST4766E Seagate ESDI drive.  760 meg		$500
	  unformatted.  Without controller.  A
	  friend has tested this on his controller
	  and says that it works.  As is.


	2 meg 256kx4 70ns DRAM.				$ 3 each or $48



Please call (908) 219-5935 or email.
"
Marketplace,"I  am  cleaning  out  the coffers.  I have a virtually 
          MINT collection of HEAVY METAL magazine.  This is  NOT 
          a  music  mag  but the really neato mag with Giger and 
          Moebius  artwork,  et  al.  Jam  packed  with  amazing 
          sci-fi  and  fantasy artwork by many masters.  All are 
          mint with the exception of the 3 that have split  seam 
          on  the  cover  only but are otherwise perfect, no cut 
          outs or missing pages.  I have Sep, Nov and Dec issues 
          for 1978, ALL issues for 1979, 1980, 1981, 1982,  1983 
          and  Jan  thru  Sep  for  1984  (72  issues  in  all i 
          believe).  I will not break  them  up.  They  will  be 
          sold  as  a  single  lot.  Send  your  offers  to  me. 
          Shipping not included,  these  are  pretty  heavy.  Of 
          course  if  you are local (Mass, USA) you can come get 
          'em in person. "
Marketplace,"  ???????????????????????????????????????????????????????????????????????????
  ?     Dear Sirs,                                                          ?
  ?                                                                         ?
  ?     The  private  agricultural  firm  ""DINA"",  is  breeding  pedigree   ?
  ?horses of ""sportmodel""  class,  mainly  trakenensky,  gannoversky  and   ?
  ?thoroughbred horses. We have 17 heads of dams, getters of  trakeninsky   ?
  ?and thoroughbread breeds, colts of 1-2 years old, sport live-stock  of   ?
  ?horses of concour class (for passing the route  with  obstacles).  The   ?
  ?firm has a warm stable made of brick, arranged to place 60 horses.       ?
  ?     We  have  possibility  to  expand  the  field  of  activity   and   ?
  ?systematically prepare our horses of concour class for sale  for  hard   ?
  ?currency. The experienced  staff  of  the  firm  (internetional  class   ?
  ?master)  workes  for  breeding  and  training  of  horses.  Additional   ?
  ?investments are  necessary  to  purchase  of  larger  dam  live-stock,   ?
  ?construction of the riding-house for training, extra stables.            ?
  ?     For two years our firm has been  organizing  hunting  tourism  of   ?
  ?the territory of the national park not far from Moscow (about 100 km).   ?
  ?     We are also concerned in the development of  trading connections    ?
  ?on delivering food products, clothes, foot-wear etc. to Russia.          ?
  ?                                                                         ?
  ?                                                Our address:             ?
  ?                                                Russia, Obninsk,         ?
  ?                                                pr. Marksa, 34-130.      ?
  ?                                                phone:(08439)3-49-42,    ?
  ?                                                      (08439)3-42-30     ?
  ?                                                fax:  (095)255-22-25     ?
  ?                                                Electronic Mail:         ?
  ?                                                dina@litana.obninsk.su   ?
  ?                                                                         ?
  ?                                                Vyacheslav Chereshnev.   ?
  ???????????????????????????????????????????????????????????????????????????
"
Marketplace,"I'm looking for a copy of ""Bela Lugosi's last film."" If anyone has a copy
of this stinker, please e-mail me. (Also, if anyone knows a better place to
post this, please tell me).
"
Marketplace,
Marketplace,"I have the following LDs for sale 20 for 1st 15 each additional,
postage (3rd class) paid.

Project A-ko (Japanese - NO ENGLISH)
Dominion Act-I (Japanese - NO ENGLISH)
Dominion Act-II (Japanese - NO ENGLISH)

Far From the Madding Crowd (LBX)
West Side Story (LBX)
Ben Hur (P&S)
The Dirty Dozen (P&S)
Star Trek V (P&S)
The Fabuluos Fleischer Folio Vol 1
Tom and Jerry Classics
Bugs Bunny Classics

-- 
brian
oplinger@ra.crd.ge.com"
Marketplace,"Forsale:
 SONY MHC-3600 HI-FI Bookshelf stereo system
 -9 months old
 -CD player
 -2 tape decks
 -Digital graphic equilizer
 -Tuner
 -4 speakers 60watts/channel
 -TOP OF THE LINE SONY BOOKSHELF SYSTEM

 Includes amazing remote that actually splits into two! Everything
 can be done from the remote (remote has digital display!).
 Has the highest quality sound-amazing bass!
 Not one scratch on system. VERY WELL TAKEN CARE OF.

 Originally purchased for $1299 + tax.
 I need cash, and I am looking to get around $750 for it.
 Since I really need the money, I will sell it to the person who gives me
 the highest offer, and I WILL ACCEPT THE BEST OFFER if not $750.
 Buyer pays insured shipping.

 Reply soon if intereseted."
Marketplace,"Hey, I can't send mail to you, so....

Could you please resend me your address?  I lost it (for H. in
Moscow)"
Marketplace,"I have the following Amiga software for sale:

ProVideo GOLD                   $50

AmigaVision                     $25

B.E.S.T. Plan It!               $10
spreadsheet
(still in shrinkwrap)

SuperBack                       $10
(hard drive backup)

Certificate Maker               $10


Add s&h to the above and its yours...email me at the address listed below:
"
Marketplace,"Dragon's Lair II ($400 Complete)
-------------------------------------
 
 
  or 
 
   $220 Laser Disc
   $150 Motherboard/Joystick/buttons
   $35  Graphics (For arcade cabinet)
   $50  Brick Power Supply +12/-12/+5
 
  Space Ace ($430 Complete)
--------------------------------------
 
  or 
 
   $250 Laser Disc
   $150 Motherboard/Joystick/buttons
   $35  Graphics (For arcade cabinet)
   $50  Brick Power Supply +12/-12/+5
    
 
   Both Space Ace and Dragon's Lair II ($750)
-----------------------------------------------
 
   These games require a Sony 1450 Laserdisc player.  The
nice thing about this player is that you can also watch
normal Laserdisc movies on it as well.  I have one which I
will sell for $600 by itself, $550 with a purchase of one
complete system or $500 if you buy both systems.
 
    I currently run this into my entertainment center.  I have
it housed in a PC computer case with with its own fan, and 
power supply.  I run the audio into my stereo system, and the
laserdisc runs directly into the T.V..  I have made a mount for
the joysticks and the buttons.  First person who buys both
games will get it all, otherwise you have to do it yourself.
 
    If you would prefer to have it all housed in a normal
arcade cabinet this can be done as well.  The graphics will
go nicely along the sides and front of the cabinet.
 
    Everything works perfectly.  The laserdisc player has an
RS-232 port which you can use to develop your own multimedia
type applications.  The Laserdiscs have been stored in a safe
place and have no scratches on them.
 
    If you are interested please email me.
 
    Thanks,
 
     Soren
 
--------------------------------------------------------------
Soren Burkhart
Purdue University        ""Yes, well that is just the sort of
A.I. & Robotics		  blink-headed pig ignorance I have
zoron@en.ecn.purdue.edu   come to expect from you non-creative
			  garbage."""
Marketplace,"




      
"
Marketplace,"For Sale:

David Clark H10-40 Aviation Headset

Excellent Condition (not even a scratch) -- original packaging.

     Discover for yourself why the H10-40 continues to be the favorite headset
of thousands of pilots.  It was the first headset to have the advanced M-4
amplified electret microphone - with a frequency response specifically
designed to match the human voice.  Also includes durable universal boom
assembly and a noise reduction rating (NRR) of 24dB.  Weighs 19 oz.

** Includes Telex ""push to talk switch""

Asking $220.00 U.S.

Shipping negotiable.     

For more information respond to: afhetzel@netcom.com (Andrew)
"
Marketplace,"""Bare"" = case, a power supply, and a motherboard (with RAM and a coprocessor).
Everything else is yours to add as you like.

The motherboard:
    - US-made Micronics 8-slot motherboard with Intel 386dx/25mhz CPU
    - 64kb SRAM cache
    - 4mb 80us RAM using 4x1mb simms (worth $120 alone)
    - Cyrix 83D87 math coprocessor (worth $90 alone)
    - Norton SI 6.0 rating of 26.1
    - Latest version Phoenix BIOS

The case/power supply:
     - Standard desktop case. 230watt power supply with the usual connectors.
     - Room for five floppy/hard drives (three visible, two internal).

*New* Micronics CPUs often command a several-hundred dollar premium
over clone motherboards because they are US-made, use high-quality
components, and are known to be both very reliable and compatible. They
have been OEMed in systems sold by both Gateway and Zeos at various
points in the past. (Check out the ads in the back pages of Byte or PC
Magazine if you want to see this price differential for yourself.)

Price: $450 complete, $100 less if you don't want/need the case and
power supply. The board is fully guaranteed. Email for further details
or for any questions.

Thanks!"
Marketplace,"I have a Tektronix T921 15Mhz scope for sale.  It is a nice, simple
unit to learn on.  I used it while I was in school.  If you want one
to play with at home, this is easy and inexpensive.  It has a nice
handle and is quite lightweight and easy to move around.

I will consider selling the probes seperately for $25 ea.  They are HP
10017A probes suitable for this type of scope.  The probes are NOT
included in the price of $99 for the scope.

If you need more technical info, you will have to come look at it, as
I am not a scope expert and what I have said is all I know."
Marketplace,"I have two pairs of headphones I'd like to sell.  These are excellent, and both in great condition:

Denon AH-D350
JVC HA-D590

Any reasonable offer accepted."
Marketplace,"Dear Fellow Usenet Users:

	I would like to give a formal apology for posting an advertisement 
about my printing business.  I did not intend this to be an advertisement, 
but rather an offer for people on the usenet, many of whom use printing
on a regular basis.  I was not aware that this is not ""legal"" on the usenet.
I am only trying to put myself through college.  For those of you who
requested information, I will write to you privately.  For those of you who 
are having fun flooding my mailbox, I think you can grow up.  To offer advice
is one thing, but to use profanity toward me is another.

Thank you,  "
Marketplace,"				  ^^^
		           what the hell is 'ios'? 

Fix your own typos before you blame others....

"
Marketplace,"Cheap airline ticket to L.A. on April. 21 (tuesday) from Indi. or
   Chicago and return about in 10 - 14 days wanted.  "
Marketplace,"I have for sale teh USWEST SearchDisc CDROM Phone Directory.  This has
the names, phone number, address, business/residence information for
all regions covered by US West.  States includes Oregon, Washington,
Colorado, New Mexico, Arizona, Idaho, Wyoming, Montana, Utah, 
Minnesota, Nebraska, Iowa, North Dakota, and South Dakota.

Have have two CDROM disks, one for June 1992, the other for Oct. 1992.

If you are interested, make an offer, thanks."
Marketplace,"
  I've got a used one for sale.  I used it in high school and just don't have 
the occasion to get it out and play it anymore.  Email me and we can work out 
something on it.  I can't get email to you for some reason.  David-- 

---------------------------------------------------------------------
David B. Snyder                     Logicon Technical Services Inc.
dsnyder@falcon.aamrl.wpafb.af.mil   Wright-Patterson Air Force Base
513-255-5165                        Dayton, Ohio USA
---------------------------------------------------------------------
It is said that GOD doesn't subtract from ones' time on earth, those
hours spent flying.
---------------------------------------------------------------------
1946 Cessna 140 N76234 ""The lady in waiting"" Owner/Operator
---------------------------------------------------------------------
Opinions expressed are my own and not those of Logicon or the USAF."
Marketplace,"10 month old stereo system for sale. Luxman R-351 receiver, Onkyo TA-RW404
tape deck, and Polk Monitor M4.6 book shelf speakers are for sale. Receiver
has 5 year warranty, and all equipment is in excellent condition. Paid $950
for the system and willing to consider the best offer. Will sell seperate
pieces also if desired. Please send best offer to suraj@cs.jhu.edu.

Speakers: Polk Monitor M4.6 bookshelf speakers
	  Paid $250 pair. Willing to consider best offer.

Receiver: Luxman R-351 receiver with 5 year (yes 5 years) warranty.
	  Paid $475. Willing to consider best offer.
	  Full remote, 2 pairs of speaker connections,
	  60 watts per channel, but drives like a 150 watts per channel
	  Has all the standard features, and more.

Tape Deck: Onkyo TA-RW404 tape deck
	   Paid $275. Willing to consider best offer.
	   Dual cassette, Dolby B, C, and HX Pro.
	   Input level control for recording, auto reverse both sides.
           Has all standard features.

Send E-mail with best offer to suraj@cs.jhu.edu"
Marketplace,"As it says, I'm interested in buying one of the little
label-makers, and I can't afford a new one.  Anybody
tired of theirs?

E-mail Maureen gt1706a@prism.gatech.edu

"
Marketplace,"I have a Onkyo integrated amplifier that I am looking to get rid of.
	60w/ch
	works great
	Integra series
	not a problem

	Asking $100 OBO

	If your interested call me at 317-743-2656  or email this address.
	MAKE ME AN OFFER!!!

Todd
"
Marketplace,"I'd offer $150 for your scanner, shipping at your expense, payment to
be sent by personal check within 24 hours after receipt of goods -- or if
you live nearby and can deliver, payment in cash with 24 hour advance notice
so I can go to the bank.  If sent by mail, I reserve the right to return
it at my expense if when I check it out I find it to be defective in some
way.

BTW, why would you sell such a fine scanner?  Did you replace it with
some other instrument or find it not to be satisfactory in some way?"
Marketplace,"I am looking to sell my ICOM IC-02AT and extras.  I have the  
following:
CM-12 Battery
HS-10 Headset
HS-10SA VOX unit
Cigarette Adapter
Leather Case
BC-25V Wall Charger
IC-BP3 Battery		Also have one that needs a new cell (i think,  
its been a while)

It is in good condition, has a scratch on the front that is not  
visible when in the leather case.

If you are interested, make me an offer.

--rich
"
